 Lat,Lon,Cat-0[Clim],Cat-0[ANLG],Cat-1[Clim],Cat-1[ANLG],Cat-2[Clim],Cat-2[ANLG],Cat-3[Clim],Cat-3[ANLG]
13.8,74.8,0.0538,0.017,0.0081,0.004,0.0013,0.0012,,
13.9,74.8,0.0558,0.0188,0.0082,0.0043,0.0013,0.0011,,
14,74.8,0.0551,0.0219,0.0077,0.0042,0.0014,0.0012,,
14.1,74.8,0.0547,0.0296,0.0078,0.0042,0.0014,0.0009,,
14.2,74.8,0.0571,0.0416,0.0081,0.004,0.0014,0.0009,,
14.3,74.8,0.0581,0.0469,0.0085,0.0044,0.0017,0.0008,,
14.4,74.8,0.055,0.0469,0.0087,0.0041,0.0018,0.0007,,
14.5,74.8,0.0529,0.0481,0.0093,0.0045,0.0021,0.0006,,
14.6,74.8,0.0475,0.0486,0.008,0.0044,0.0016,0.0005,,
14.7,74.8,0.0453,0.0491,0.0084,0.0049,0.0015,0.0003,,
14.8,74.8,0.0416,0.0461,0.0078,0.0039,0.0016,0.0002,,
14.9,74.8,0.0372,0.0423,0.0069,0.0037,0.0012,0.0002,,
15,74.8,0.0328,0.0368,0.0059,0.0035,0.0011,0.0002,,
15.1,74.8,0.0263,0.0277,0.005,0.0032,0.0008,0.0001,,
15.2,74.8,0.0208,0.0212,0.0037,0.0027,0.0006,0.0002,,
15.3,74.8,0.0163,0.0151,0.0032,0.0019,0.0003,0.0002,,
15.4,74.8,0.0127,0.0109,0.0026,0.0013,0.0002,0,,
15.5,74.8,0.0084,0.0075,0.0016,0.0011,0.0002,0,,
15.6,74.8,0.0023,0.0027,0.0005,0.0002,0.0001,0,,
11.5,74.9,0.0009,0.0002,0.0001,0,0.0001,0,,
11.6,74.9,0.0016,0.0007,0.0002,0.0001,0.0001,0,,
11.7,74.9,0.0034,0.0015,0.0006,0.0002,0.0002,0,,
11.8,74.9,0.0049,0.0016,0.0006,0.0002,0.0002,0,,
11.9,74.9,0.0081,0.0032,0.0008,0.0005,0.0002,0.0002,,
12,74.9,0.0114,0.005,0.0013,0.0007,0.0003,0.0002,,
12.1,74.9,0.0146,0.0067,0.0016,0.0008,0.0003,0.0002,,
12.2,74.9,0.017,0.0082,0.0022,0.0011,0.0006,0.0003,,
12.3,74.9,0.0199,0.0093,0.0026,0.0016,0.0007,0.0004,,
12.4,74.9,0.0226,0.0105,0.0026,0.0021,0.0006,0.0005,,
12.5,74.9,0.0257,0.0121,0.003,0.0022,0.0007,0.0005,,
12.6,74.9,0.0283,0.0124,0.0037,0.0025,0.0008,0.0006,,
12.7,74.9,0.0305,0.0128,0.0042,0.0029,0.001,0.0008,,
12.8,74.9,0.0331,0.0128,0.0043,0.0027,0.0009,0.0008,,
12.9,74.9,0.0356,0.0128,0.0047,0.003,0.0009,0.001,,
13,74.9,0.0379,0.0126,0.0051,0.003,0.0012,0.0009,,
13.1,74.9,0.0402,0.0121,0.006,0.0029,0.0011,0.001,,
13.2,74.9,0.0428,0.0119,0.0066,0.0029,0.0011,0.0011,,
13.3,74.9,0.0452,0.0133,0.0069,0.0031,0.001,0.0012,,
13.4,74.9,0.0467,0.0133,0.0067,0.0033,0.0007,0.0012,,
13.5,74.9,0.049,0.0157,0.0063,0.0039,0.0008,0.0015,,
13.6,74.9,0.052,0.0163,0.0066,0.0039,0.0009,0.0015,,
13.7,74.9,0.0547,0.0171,0.0072,0.0041,0.0011,0.0014,,
13.8,74.9,0.056,0.0177,0.0079,0.0041,0.0012,0.0014,,
13.9,74.9,0.0569,0.0185,0.0081,0.0047,0.0012,0.0014,,
14,74.9,0.0546,0.0193,0.0075,0.0044,0.0012,0.0012,,
14.1,74.9,0.0534,0.0244,0.0075,0.0042,0.0013,0.001,,
14.2,74.9,0.0541,0.0334,0.0077,0.0039,0.0014,0.0009,,
14.3,74.9,0.0523,0.0378,0.0076,0.0035,0.0015,0.0007,,
14.4,74.9,0.0493,0.0397,0.0077,0.0035,0.0013,0.0006,,
14.5,74.9,0.0453,0.0386,0.0072,0.0034,0.0015,0.0006,,
14.6,74.9,0.0402,0.0375,0.0064,0.0031,0.0015,0.0004,,
14.7,74.9,0.036,0.0378,0.0059,0.0032,0.0012,0.0003,,
14.8,74.9,0.0319,0.0356,0.0058,0.003,0.0011,0.0002,,
14.9,74.9,0.0287,0.0333,0.0051,0.0029,0.0008,0.0002,,
15,74.9,0.0238,0.0282,0.0044,0.0023,0.0006,0.0002,,
15.1,74.9,0.0202,0.021,0.0035,0.0019,0.0007,0.0001,,
15.2,74.9,0.014,0.0138,0.0027,0.0018,0.0002,0.0001,,
15.3,74.9,0.01,0.0085,0.002,0.001,0.0002,0,,
15.4,74.9,0.0063,0.0055,0.0013,0.0007,0.0001,0,,
15.5,74.9,0.0028,0.0025,0.0008,0.0004,0.0001,0,,
11.4,75,0.0007,0.0004,0,0,0,0,,
11.5,75,0.0021,0.001,0.0002,0,0.0001,0,,
11.6,75,0.0041,0.0015,0.0005,0.0001,0.0002,0,,
11.7,75,0.006,0.0022,0.0008,0.0002,0.0002,0,,
11.8,75,0.0094,0.0037,0.001,0.0004,0.0002,0.0001,,
11.9,75,0.0131,0.005,0.0012,0.0005,0.0002,0.0002,,
12,75,0.016,0.0067,0.0014,0.0007,0.0002,0.0002,,
12.1,75,0.0193,0.0083,0.0026,0.001,0.0005,0.0003,,
12.2,75,0.0234,0.0105,0.0028,0.0013,0.0006,0.0004,,
12.3,75,0.0277,0.0119,0.0034,0.0018,0.0007,0.0005,,
12.4,75,0.0297,0.0126,0.0037,0.0023,0.0008,0.0006,,
12.5,75,0.0317,0.0138,0.0042,0.0026,0.0008,0.0007,,
12.6,75,0.034,0.015,0.0049,0.0027,0.001,0.0008,,
12.7,75,0.0368,0.0148,0.0049,0.0029,0.001,0.0009,,
12.8,75,0.0393,0.0157,0.0052,0.003,0.001,0.0009,,
12.9,75,0.0409,0.0154,0.0054,0.003,0.0011,0.001,,
13,75,0.0423,0.0145,0.0055,0.0032,0.0011,0.0011,,
13.1,75,0.0453,0.0134,0.0069,0.0031,0.0012,0.001,,
13.2,75,0.0481,0.014,0.0071,0.0031,0.0009,0.0012,,
13.3,75,0.0496,0.0144,0.0072,0.0033,0.001,0.0013,,
13.4,75,0.0514,0.0145,0.0072,0.0035,0.0008,0.0015,,
13.5,75,0.0518,0.0153,0.0069,0.0039,0.0007,0.0016,,
13.6,75,0.0533,0.0168,0.0072,0.0041,0.0009,0.0016,,
13.7,75,0.0537,0.0165,0.0072,0.004,0.0011,0.0016,,
13.8,75,0.0541,0.0166,0.0077,0.0039,0.0012,0.0013,,
13.9,75,0.0539,0.0165,0.0077,0.0039,0.001,0.0012,,
14,75,0.0504,0.0171,0.0066,0.004,0.0009,0.0012,,
14.1,75,0.048,0.0174,0.0066,0.0033,0.0012,0.0009,,
14.2,75,0.0466,0.0235,0.0067,0.0031,0.001,0.0009,,
14.3,75,0.0434,0.03,0.006,0.0028,0.0008,0.0007,,
14.4,75,0.0411,0.0305,0.0061,0.0025,0.0011,0.0006,,
14.5,75,0.0366,0.0304,0.0058,0.0026,0.001,0.0005,,
14.6,75,0.0321,0.0291,0.0054,0.0023,0.001,0.0004,,
14.7,75,0.0266,0.0285,0.004,0.0022,0.0007,0.0003,,
14.8,75,0.0235,0.0271,0.004,0.002,0.0008,0.0002,,
14.9,75,0.0195,0.0236,0.0031,0.0016,0.0004,0.0002,,
15,75,0.0159,0.0202,0.0026,0.0015,0.0002,0.0002,,
15.1,75,0.0114,0.0133,0.0017,0.0013,0.0001,0.0001,,
15.2,75,0.0078,0.0066,0.0012,0.0007,0.0002,0.0001,,
15.3,75,0.0038,0.0035,0.0006,0.0004,0,0,,
15.4,75,0.0024,0.0016,0.0006,0.0003,0,0,,
11.3,75.1,0.0007,0.0004,0,0,0,0,,
11.4,75.1,0.0022,0.0011,0.0002,0,0,0,,
11.5,75.1,0.004,0.0018,0.0006,0,0.0002,0,,
11.6,75.1,0.0061,0.0027,0.001,0.0002,0.0002,0,,
11.7,75.1,0.0087,0.0032,0.0011,0.0002,0.0003,0,,
11.8,75.1,0.0118,0.0047,0.0014,0.0002,0.0002,0.0001,,
11.9,75.1,0.0171,0.0067,0.0018,0.0007,0.0003,0.0003,,
12,75.1,0.0201,0.0086,0.0024,0.001,0.0004,0.0004,,
12.1,75.1,0.0244,0.0105,0.0031,0.0011,0.0006,0.0004,,
12.2,75.1,0.0276,0.0123,0.0034,0.0016,0.0007,0.0005,,
12.3,75.1,0.0319,0.014,0.0041,0.0023,0.001,0.0009,,
12.4,75.1,0.0342,0.0147,0.0044,0.0024,0.0011,0.0007,,
12.5,75.1,0.0371,0.0165,0.0045,0.0028,0.0011,0.0008,,
12.6,75.1,0.0388,0.0172,0.0049,0.003,0.001,0.0008,,
12.7,75.1,0.041,0.0166,0.0053,0.0029,0.0011,0.0008,,
12.8,75.1,0.042,0.0178,0.0054,0.003,0.001,0.0009,,
12.9,75.1,0.0458,0.0175,0.006,0.003,0.0011,0.0009,,
13,75.1,0.0468,0.0167,0.0058,0.0038,0.0011,0.0011,,
13.1,75.1,0.0502,0.0163,0.0071,0.0035,0.0012,0.0012,,
13.2,75.1,0.0519,0.0161,0.0077,0.0037,0.0011,0.0013,,
13.3,75.1,0.0532,0.0161,0.0076,0.004,0.001,0.0016,,
13.4,75.1,0.0528,0.0156,0.007,0.004,0.0009,0.0016,,
13.5,75.1,0.0508,0.0156,0.0064,0.004,0.0007,0.0016,,
13.6,75.1,0.05,0.016,0.0063,0.0041,0.0007,0.0017,,
13.7,75.1,0.0514,0.0155,0.0067,0.0038,0.0009,0.0015,,
13.8,75.1,0.0481,0.0144,0.0068,0.0038,0.0008,0.0015,,
13.9,75.1,0.0471,0.0151,0.0072,0.0037,0.0011,0.0012,,
14,75.1,0.0412,0.0147,0.0056,0.0035,0.0006,0.0011,,
14.1,75.1,0.0377,0.0137,0.0053,0.0029,0.0007,0.0008,,
14.2,75.1,0.0361,0.0166,0.0052,0.0025,0.0007,0.0007,,
14.3,75.1,0.0338,0.0237,0.0051,0.0026,0.0007,0.0007,,
14.4,75.1,0.0309,0.0235,0.005,0.0021,0.0007,0.0004,,
14.5,75.1,0.0267,0.0231,0.0044,0.0019,0.0007,0.0003,,
14.6,75.1,0.0212,0.0226,0.0035,0.0017,0.0004,0.0003,,
14.7,75.1,0.0183,0.021,0.0029,0.0016,0.0005,0.0002,,
14.8,75.1,0.0142,0.019,0.0022,0.0012,0.0002,0.0002,,
14.9,75.1,0.0123,0.0168,0.0016,0.0007,0.0001,0.0002,,
15,75.1,0.0093,0.0141,0.0009,0.0007,0,0.0001,,
15.1,75.1,0.0063,0.0091,0.0007,0.0009,0,0.0001,,
15.2,75.1,0.0023,0.002,0.0002,0.0002,0,0.0001,,
15.3,75.1,0.001,0.0007,0.0002,0,0,0,,
11.1,75.2,0.0008,0.0002,0.0001,0,0,0,,
11.2,75.2,0.0011,0.0004,0.0001,0,0,0,,
11.3,75.2,0.0026,0.0012,0.0003,0,0,0,,
11.4,75.2,0.0044,0.0017,0.0007,0,0.0002,0,,
11.5,75.2,0.0067,0.0027,0.0008,0.0001,0.0002,0,,
11.6,75.2,0.0094,0.0036,0.0013,0.0001,0.0003,0,,
11.7,75.2,0.0124,0.0046,0.0014,0.0002,0.0003,0.0001,,
11.8,75.2,0.0158,0.0055,0.0016,0.0004,0.0004,0.0002,,
11.9,75.2,0.0209,0.0077,0.0021,0.0007,0.0004,0.0003,,
12,75.2,0.0243,0.0095,0.0025,0.001,0.0006,0.0005,,
12.1,75.2,0.0281,0.0119,0.0032,0.0012,0.0006,0.0006,,
12.2,75.2,0.0322,0.0139,0.004,0.0016,0.0009,0.0007,,
12.3,75.2,0.0356,0.0155,0.0044,0.0025,0.0011,0.001,,
12.4,75.2,0.0391,0.0164,0.0045,0.0027,0.0011,0.001,,
12.5,75.2,0.0415,0.0187,0.0048,0.0035,0.0011,0.0012,,
12.6,75.2,0.0426,0.0197,0.0054,0.0034,0.0012,0.0012,,
12.7,75.2,0.044,0.02,0.0056,0.0035,0.0011,0.001,,
12.8,75.2,0.0449,0.0192,0.0056,0.0037,0.0011,0.001,,
12.9,75.2,0.0469,0.0189,0.0058,0.0035,0.001,0.001,,
13,75.2,0.0486,0.0179,0.0059,0.0036,0.0012,0.001,,
13.1,75.2,0.0502,0.0173,0.0064,0.0039,0.0011,0.0011,,
13.2,75.2,0.0536,0.0165,0.0077,0.0038,0.0011,0.0012,,
13.3,75.2,0.0502,0.0159,0.0072,0.004,0.001,0.0014,,
13.4,75.2,0.0486,0.0145,0.0065,0.0034,0.0008,0.0015,,
13.5,75.2,0.0458,0.0139,0.0061,0.0036,0.0007,0.0013,,
13.6,75.2,0.0461,0.0139,0.0058,0.0035,0.0007,0.0013,,
13.7,75.2,0.044,0.0142,0.006,0.0035,0.0008,0.0013,,
13.8,75.2,0.04,0.0123,0.0055,0.0033,0.0007,0.0012,,
13.9,75.2,0.0387,0.012,0.0053,0.0032,0.0007,0.0012,,
14,75.2,0.0339,0.0119,0.0048,0.0032,0.0006,0.0009,,
14.1,75.2,0.0287,0.0109,0.004,0.0026,0.0004,0.0006,,
14.2,75.2,0.0276,0.0123,0.0039,0.0019,0.0004,0.0004,,
14.3,75.2,0.0243,0.0144,0.0038,0.0016,0.0003,0.0002,,
14.4,75.2,0.022,0.0163,0.0037,0.0013,0.0004,0.0002,,
14.5,75.2,0.0193,0.0166,0.0035,0.0014,0.0005,0.0002,,
14.6,75.2,0.0145,0.0171,0.0022,0.0012,0.0001,0.0002,,
14.7,75.2,0.0107,0.014,0.0016,0.0009,0.0001,0.0001,,
14.8,75.2,0.0083,0.0121,0.0011,0.0007,0,0.0001,,
14.9,75.2,0.0069,0.0113,0.0009,0.0006,0,0.0001,,
15,75.2,0.0052,0.0095,0.0005,0.0004,0,0.0001,,
15.1,75.2,0.0014,0.0032,0.0002,0.0002,0,0.0001,,
10.8,75.3,0.0004,0,0,0,0,0,,
10.9,75.3,0.0006,0,0,0,0,0,,
11,75.3,0.0015,0.0002,0.0001,0,0,0,,
11.1,75.3,0.0022,0.0005,0.0001,0,0,0,,
11.2,75.3,0.0035,0.0007,0.0002,0,0,0,,
11.3,75.3,0.0055,0.0015,0.0006,0,0.0001,0,,
11.4,75.3,0.0078,0.0021,0.0009,0,0.0002,0,,
11.5,75.3,0.0101,0.003,0.0012,0,0.0003,0,,
11.6,75.3,0.0123,0.0037,0.0012,0.0001,0.0003,0,,
11.7,75.3,0.0151,0.0052,0.0016,0.0002,0.0003,0.0001,,
11.8,75.3,0.019,0.0064,0.0021,0.0003,0.0004,0.0002,,
11.9,75.3,0.0233,0.0082,0.0023,0.0008,0.0004,0.0005,,
12,75.3,0.0267,0.0108,0.0026,0.001,0.0006,0.0005,,
12.1,75.3,0.0299,0.0124,0.0032,0.0014,0.0007,0.0007,,
12.2,75.3,0.0343,0.0152,0.004,0.002,0.0008,0.0009,,
12.3,75.3,0.0388,0.017,0.0044,0.0025,0.001,0.001,,
12.4,75.3,0.042,0.0185,0.0046,0.0033,0.001,0.0012,,
12.5,75.3,0.0453,0.0202,0.0053,0.0037,0.0012,0.0014,,
12.6,75.3,0.0461,0.0215,0.0056,0.004,0.0012,0.0013,,
12.7,75.3,0.0463,0.0217,0.0057,0.004,0.0012,0.0012,,
12.8,75.3,0.0465,0.0215,0.0058,0.0037,0.0012,0.001,,
12.9,75.3,0.047,0.0203,0.0058,0.0038,0.0011,0.0009,,
13,75.3,0.0474,0.0185,0.0058,0.0036,0.0011,0.0008,,
13.1,75.3,0.0477,0.0174,0.0056,0.0039,0.0009,0.0012,,
13.2,75.3,0.0472,0.017,0.0057,0.0039,0.0008,0.0013,,
13.3,75.3,0.0458,0.0155,0.0062,0.0035,0.0008,0.0012,,
13.4,75.3,0.043,0.0137,0.0058,0.0036,0.0007,0.0013,,
13.5,75.3,0.0413,0.0123,0.0054,0.0035,0.0007,0.0014,,
13.6,75.3,0.0387,0.0118,0.0047,0.003,0.0005,0.0012,,
13.7,75.3,0.0369,0.0115,0.0051,0.003,0.0006,0.001,,
13.8,75.3,0.0342,0.0103,0.0049,0.0028,0.0007,0.001,,
13.9,75.3,0.0311,0.0101,0.0042,0.0027,0.0006,0.0011,,
14,75.3,0.0273,0.0087,0.0036,0.0024,0.0005,0.0007,,
14.1,75.3,0.0221,0.0076,0.0026,0.0019,0.0003,0.0006,,
14.2,75.3,0.0188,0.0069,0.0027,0.0015,0.0003,0.0004,,
14.3,75.3,0.0166,0.0085,0.0026,0.0012,0.0003,0.0002,,
14.4,75.3,0.0133,0.0095,0.0023,0.0007,0.0003,0.0001,,
14.5,75.3,0.0103,0.0082,0.002,0.0007,0.0002,0.0001,,
14.6,75.3,0.0072,0.0083,0.0015,0.0007,0.0001,0.0001,,
14.7,75.3,0.0058,0.0093,0.0008,0.0005,0.0001,0,,
14.8,75.3,0.0037,0.006,0.0006,0.0002,0,0.0001,,
14.9,75.3,0.0022,0.0049,0.0003,0.0001,0,0,,
15,75.3,0.0007,0.0025,0.0002,0.0001,0,0,,
10.6,75.4,0.0007,0.0003,0.0002,0,0,0,,
10.7,75.4,0.0006,0.0002,0,0,0,0,,
10.8,75.4,0.0012,0.0002,0,0,0,0,,
10.9,75.4,0.0016,0.0002,0,0,0,0,,
11,75.4,0.0028,0.0006,0.0002,0,0,0,,
11.1,75.4,0.0046,0.0007,0.0002,0,0,0,,
11.2,75.4,0.0062,0.0014,0.0004,0,0,0,,
11.3,75.4,0.0078,0.0017,0.0007,0,0.0001,0,,
11.4,75.4,0.0105,0.0024,0.0008,0,0.0002,0,,
11.5,75.4,0.0128,0.0038,0.0012,0,0.0002,0,,
11.6,75.4,0.0152,0.0044,0.0016,0.0001,0.0003,0,,
11.7,75.4,0.0196,0.0057,0.0021,0.0002,0.0003,0.0001,,
11.8,75.4,0.0217,0.0075,0.0021,0.0003,0.0004,0.0002,,
11.9,75.4,0.0254,0.0086,0.0025,0.0006,0.0004,0.0004,,
12,75.4,0.029,0.011,0.003,0.001,0.0005,0.0005,,
12.1,75.4,0.0316,0.0135,0.0034,0.0015,0.0007,0.0008,,
12.2,75.4,0.0365,0.0159,0.0037,0.0018,0.0007,0.0009,,
12.3,75.4,0.04,0.0177,0.0044,0.0025,0.0009,0.001,,
12.4,75.4,0.0425,0.0192,0.0045,0.0031,0.0008,0.0011,,
12.5,75.4,0.0456,0.0211,0.0052,0.0035,0.0011,0.0012,,
12.6,75.4,0.046,0.0221,0.0049,0.004,0.0011,0.0013,,
12.7,75.4,0.0458,0.0217,0.0054,0.004,0.0011,0.0012,,
12.8,75.4,0.0453,0.0205,0.0056,0.0036,0.0011,0.0008,,
12.9,75.4,0.044,0.0194,0.0057,0.0035,0.001,0.0009,,
13,75.4,0.0438,0.018,0.005,0.0031,0.0008,0.0007,,
13.1,75.4,0.0418,0.016,0.0051,0.003,0.0009,0.0007,,
13.2,75.4,0.0405,0.015,0.0053,0.0033,0.0008,0.001,,
13.3,75.4,0.039,0.0132,0.0052,0.0028,0.0007,0.001,,
13.4,75.4,0.0368,0.0117,0.0045,0.0028,0.0005,0.0011,,
13.5,75.4,0.0351,0.0101,0.0044,0.0025,0.0005,0.0008,,
13.6,75.4,0.0322,0.0095,0.0041,0.0023,0.0004,0.0009,,
13.7,75.4,0.0297,0.0082,0.0041,0.0021,0.0004,0.0008,,
13.8,75.4,0.0279,0.0075,0.0039,0.0021,0.0004,0.0008,,
13.9,75.4,0.0237,0.0071,0.0035,0.0021,0.0003,0.0009,,
14,75.4,0.0207,0.0067,0.0027,0.002,0.0003,0.0007,,
14.1,75.4,0.0161,0.0046,0.002,0.0012,0.0003,0.0004,,
14.2,75.4,0.0114,0.0035,0.0015,0.0008,0.0002,0.0003,,
14.3,75.4,0.0083,0.003,0.0016,0.0007,0.0002,0.0001,,
14.4,75.4,0.0065,0.0022,0.0011,0.0004,0.0002,0.0001,,
14.5,75.4,0.0044,0.0012,0.0009,0.0002,0.0002,0.0001,,
14.6,75.4,0.0027,0.0026,0.0003,0.0001,0.0001,0,,
14.7,75.4,0.0007,0.0025,0.0002,0.0001,0,0,,
10.3,75.5,0.0007,0.0003,0.0002,0,0,0,,
10.4,75.5,0.0014,0.0008,0.0002,0,0,0,,
10.5,75.5,0.0016,0.0009,0.0002,0,0,0,,
10.6,75.5,0.0021,0.0013,0.0003,0,0,0,,
10.7,75.5,0.0028,0.001,0.0003,0,0,0,,
10.8,75.5,0.0035,0.0012,0.0003,0,0,0,,
10.9,75.5,0.0045,0.0011,0.0003,0,0,0,,
11,75.5,0.0055,0.0012,0.0002,0,0,0,,
11.1,75.5,0.0067,0.0012,0.0003,0,0,0,,
11.2,75.5,0.0084,0.0016,0.0006,0,0,0,,
11.3,75.5,0.0096,0.0021,0.0009,0,0.0002,0,,
11.4,75.5,0.0122,0.0027,0.001,0,0.0002,0,,
11.5,75.5,0.0151,0.0042,0.0012,0,0.0002,0,,
11.6,75.5,0.0177,0.0052,0.0019,0.0002,0.0003,0.0001,,
11.7,75.5,0.0219,0.0062,0.0023,0.0002,0.0004,0.0002,,
11.8,75.5,0.0246,0.0081,0.0025,0.0004,0.0004,0.0002,,
11.9,75.5,0.0273,0.0087,0.0026,0.0007,0.0005,0.0005,,
12,75.5,0.0298,0.0105,0.0029,0.0008,0.0005,0.0005,,
12.1,75.5,0.0324,0.0131,0.0032,0.0011,0.0006,0.0007,,
12.2,75.5,0.0366,0.0154,0.0038,0.0016,0.0005,0.0008,,
12.3,75.5,0.041,0.0179,0.0042,0.0024,0.0007,0.0012,,
12.4,75.5,0.0426,0.0196,0.0044,0.0031,0.0007,0.0012,,
12.5,75.5,0.0432,0.0208,0.0044,0.0033,0.0006,0.0012,,
12.6,75.5,0.0421,0.0212,0.0049,0.0039,0.0011,0.0014,,
12.7,75.5,0.0429,0.0211,0.0046,0.0041,0.0008,0.0014,,
12.8,75.5,0.0406,0.0199,0.0046,0.0035,0.0009,0.001,,
12.9,75.5,0.0392,0.0187,0.0046,0.0032,0.0009,0.0009,,
13,75.5,0.0381,0.0165,0.0044,0.003,0.0007,0.0008,,
13.1,75.5,0.0356,0.0147,0.0043,0.0026,0.0008,0.0007,,
13.2,75.5,0.0337,0.013,0.004,0.0027,0.0007,0.0008,,
13.3,75.5,0.0329,0.0119,0.0038,0.0026,0.0006,0.0008,,
13.4,75.5,0.0306,0.0095,0.0037,0.0022,0.0005,0.0007,,
13.5,75.5,0.029,0.0083,0.0038,0.0018,0.0004,0.0007,,
13.6,75.5,0.0256,0.0077,0.0033,0.002,0.0004,0.0007,,
13.7,75.5,0.0226,0.0067,0.0028,0.0019,0.0002,0.0007,,
13.8,75.5,0.0203,0.0058,0.0025,0.0018,0.0002,0.0007,,
13.9,75.5,0.0172,0.0054,0.0021,0.0018,0.0002,0.0008,,
14,75.5,0.0142,0.0042,0.0016,0.0016,0.0001,0.0007,,
14.1,75.5,0.0103,0.0034,0.0012,0.0011,0.0002,0.0003,,
14.2,75.5,0.0061,0.0019,0.0007,0.0003,0.0001,0.0001,,
14.3,75.5,0.0051,0.0012,0.0007,0.0002,0.0002,0,,
14.4,75.5,0.0024,0.0007,0.0004,0.0001,0.0001,0.0001,,
14.5,75.5,0.0011,0.0002,0.0002,0,0,0,,
10.1,75.6,0.0005,0.0003,0,0,0,0,,
10.2,75.6,0.0027,0.0014,0.0003,0,0,0,,
10.3,75.6,0.0031,0.0027,0.0004,0,0,0,,
10.4,75.6,0.004,0.0026,0.0005,0,0,0,,
10.5,75.6,0.004,0.0024,0.0005,0,0,0,,
10.6,75.6,0.0045,0.0022,0.0005,0,0,0,,
10.7,75.6,0.0064,0.0027,0.0005,0,0,0,,
10.8,75.6,0.0067,0.0024,0.0007,0,0,0,,
10.9,75.6,0.0074,0.0024,0.0007,0,0,0,,
11,75.6,0.0087,0.002,0.0009,0,0.0001,0,,
11.1,75.6,0.0091,0.0019,0.0007,0,0.0001,0,,
11.2,75.6,0.0109,0.0016,0.0007,0,0.0002,0,,
11.3,75.6,0.0124,0.0022,0.0009,0,0.0002,0,,
11.4,75.6,0.0151,0.003,0.0012,0,0.0002,0,,
11.5,75.6,0.0174,0.0043,0.0015,0,0.0002,0,,
11.6,75.6,0.0201,0.0051,0.0021,0,0.0004,0,,
11.7,75.6,0.0238,0.0062,0.0023,0.0002,0.0003,0.0002,,
11.8,75.6,0.0258,0.0076,0.0026,0.0005,0.0004,0.0004,,
11.9,75.6,0.0291,0.0091,0.0028,0.0005,0.0004,0.0004,,
12,75.6,0.0314,0.0101,0.0031,0.0007,0.0006,0.0006,,
12.1,75.6,0.0344,0.0125,0.0033,0.0013,0.0006,0.0007,,
12.2,75.6,0.0375,0.014,0.0036,0.0015,0.0006,0.0008,,
12.3,75.6,0.0396,0.0167,0.0039,0.0021,0.0006,0.0012,,
12.4,75.6,0.0416,0.0177,0.004,0.0025,0.0006,0.0012,,
12.5,75.6,0.0408,0.0192,0.004,0.0034,0.0006,0.0014,,
12.6,75.6,0.0398,0.0192,0.004,0.0033,0.0007,0.0013,,
12.7,75.6,0.039,0.0186,0.0042,0.0035,0.0007,0.0012,,
12.8,75.6,0.0365,0.0181,0.004,0.0032,0.0007,0.0012,,
12.9,75.6,0.0351,0.017,0.0042,0.0029,0.0008,0.001,,
13,75.6,0.0333,0.0154,0.0038,0.0028,0.0006,0.0009,,
13.1,75.6,0.0297,0.0132,0.0031,0.0025,0.0004,0.0007,,
13.2,75.6,0.0291,0.0113,0.0031,0.0022,0.0004,0.0007,,
13.3,75.6,0.0264,0.01,0.003,0.0023,0.0004,0.0008,,
13.4,75.6,0.0247,0.0078,0.003,0.0018,0.0004,0.0007,,
13.5,75.6,0.0232,0.0065,0.0026,0.0016,0.0002,0.0005,,
13.6,75.6,0.0197,0.0053,0.0026,0.0013,0.0003,0.0006,,
13.7,75.6,0.0159,0.0044,0.0021,0.0012,0.0002,0.0005,,
13.8,75.6,0.0147,0.0042,0.0018,0.0014,0.0001,0.0007,,
13.9,75.6,0.0119,0.0037,0.0012,0.0013,0,0.0005,,
14,75.6,0.01,0.0026,0.0008,0.0007,0,0.0003,,
14.1,75.6,0.0063,0.0018,0.0007,0.0002,0.0001,0.0002,,
14.2,75.6,0.0038,0.0013,0.0004,0.0002,0,0.0001,,
14.3,75.6,0.0026,0.001,0.0002,0.0002,0,0.0001,,
14.4,75.6,0.0023,0.0007,0.0002,0.0002,0,0.0001,,
14.5,75.6,0.0012,0.0004,0,0.0002,0,0.0001,,
14.6,75.6,0.0008,0.0002,0,0.0002,0,0.0001,,
14.7,75.6,0.0001,0.0001,0,0.0001,0,0.0001,,
9.9,75.7,0.0012,0.0005,0.0001,0,0,0,,
10,75.7,0.0031,0.0027,0.0002,0,0,0,,
10.1,75.7,0.004,0.0033,0.0002,0,0,0,,
10.2,75.7,0.0054,0.0044,0.0007,0,0,0,,
10.3,75.7,0.007,0.0043,0.0007,0,0,0,,
10.4,75.7,0.0077,0.0049,0.0007,0,0,0,,
10.5,75.7,0.0087,0.0051,0.0009,0,0,0,,
10.6,75.7,0.0087,0.0049,0.0008,0,0,0,,
10.7,75.7,0.0092,0.0037,0.001,0,0,0,,
10.8,75.7,0.0105,0.0034,0.001,0,0,0,,
10.9,75.7,0.0109,0.0032,0.0011,0,0.0001,0,,
11,75.7,0.0126,0.003,0.0012,0,0.0001,0,,
11.1,75.7,0.0125,0.0022,0.001,0,0.0001,0,,
11.2,75.7,0.0128,0.002,0.0008,0,0.0001,0,,
11.3,75.7,0.0144,0.0024,0.0012,0,0.0002,0,,
11.4,75.7,0.0166,0.0031,0.0014,0,0.0002,0,,
11.5,75.7,0.0192,0.0041,0.0015,0,0.0002,0,,
