 Lat,Lon,Cat-0[Clim],Cat-0[ANLG],Cat-1[Clim],Cat-1[ANLG],Cat-2[Clim],Cat-2[ANLG],Cat-3[Clim],Cat-3[ANLG]
17.6,51.8,0.0592,0.0672,0.0027,0.005,0.0001,0,,
17.7,51.8,0.057,0.0656,0.0022,0.0038,0.0001,0,,
17.8,51.8,0.0555,0.063,0.0021,0.003,0.0001,0,,
17.9,51.8,0.0501,0.06,0.0018,0.0021,0.0002,0,,
18,51.8,0.046,0.058,0.0016,0.0021,0.0001,0,,
18.1,51.8,0.045,0.056,0.0013,0.0016,0.0001,0,,
18.2,51.8,0.0394,0.0524,0.0008,0.0012,0.0001,0,,
18.3,51.8,0.0365,0.051,0.0007,0.0011,0.0001,0,,
18.4,51.8,0.035,0.0491,0.0008,0.001,0.0001,0,,
18.5,51.8,0.0338,0.0489,0.0004,0.0008,0.0001,0,,
18.6,51.8,0.0328,0.048,0.0004,0.0007,0.0001,0,,
18.7,51.8,0.0299,0.0447,0.0003,0.0002,0.0001,0,,
18.8,51.8,0.0273,0.0446,0.0002,0.0002,0,0,,
18.9,51.8,0.0262,0.0434,0.0003,0.0002,0,0,,
19,51.8,0.0247,0.0384,0.0003,0.0002,0,0,,
19.1,51.8,0.0221,0.0342,0.0002,0.0002,0,0,,
19.2,51.8,0.0192,0.0301,0.0002,0,0,0,,
19.3,51.8,0.0165,0.025,0.0002,0,0,0,,
19.4,51.8,0.0142,0.0206,0.0002,0,0,0,,
19.5,51.8,0.0114,0.0167,0.0002,0,0,0,,
19.6,51.8,0.0095,0.0124,0.0001,0,0,0,,
19.7,51.8,0.0062,0.0084,0.0001,0,0,0,,
19.8,51.8,0.0033,0.005,0,0,0,0,,
19.9,51.8,0.0015,0.003,0,0,0,0,,
20,51.8,0.0009,0.0013,0,0,0,0,,
10,51.9,0.0007,0.0012,0.0001,0.0002,0,0,,
10.1,51.9,0.0015,0.0023,0.0001,0.0002,0,0,,
10.2,51.9,0.0015,0.0023,0.0001,0.0002,0,0,,
10.3,51.9,0.0026,0.0033,0.0001,0.0002,0,0,,
10.4,51.9,0.0025,0.0032,0.0005,0.0004,0.0002,0,,
10.5,51.9,0.0015,0.0023,0.0001,0.0002,0,0,,
10.6,51.9,0.0015,0.0023,0.0001,0.0002,0,0,,
10.7,51.9,0.0008,0.0011,0,0.0001,0,0,,
11.6,51.9,0.0011,0.0012,0.0002,0.0002,0,0,,
11.7,51.9,0.0007,0.001,0.0001,0.0001,0,0,,
11.8,51.9,0.001,0.0014,0.0002,0.0001,0,0,,
14.8,51.9,0.0055,0.0049,0.0013,0.0018,0.0002,0.0003,,
14.9,51.9,0.0128,0.0125,0.0038,0.0039,0.0003,0.0007,,
15,51.9,0.0209,0.0216,0.0062,0.0072,0.0004,0.001,,
15.1,51.9,0.0308,0.0306,0.0081,0.0091,0.0007,0.0012,,
15.2,51.9,0.0419,0.0425,0.0106,0.0123,0.0008,0.0015,,
15.3,51.9,0.055,0.0558,0.0142,0.0166,0.0012,0.0021,,
15.4,51.9,0.0658,0.065,0.0174,0.02,0.0014,0.0023,,
15.5,51.9,0.0773,0.0741,0.0198,0.0224,0.0015,0.0023,,
15.6,51.9,0.0886,0.0842,0.0215,0.0251,0.0017,0.0026,,
15.7,51.9,0.0966,0.0912,0.0235,0.0263,0.0019,0.0023,,
15.8,51.9,0.1028,0.0949,0.0246,0.0276,0.0016,0.0024,,
15.9,51.9,0.1065,0.0956,0.0249,0.0272,0.0016,0.0021,,
16,51.9,0.104,0.0955,0.0241,0.0266,0.0016,0.0017,,
16.1,51.9,0.1006,0.0905,0.0233,0.0245,0.0014,0.002,,
16.2,51.9,0.0962,0.0876,0.0222,0.0233,0.0012,0.0017,,
16.3,51.9,0.0943,0.0878,0.0208,0.0214,0.0011,0.0015,,
16.4,51.9,0.0904,0.0849,0.0192,0.0205,0.0009,0.0013,,
16.5,51.9,0.0828,0.0831,0.0174,0.0198,0.0008,0.001,,
16.6,51.9,0.0795,0.0807,0.0158,0.0178,0.0009,0.0008,,
16.7,51.9,0.0798,0.0794,0.0147,0.0173,0.0007,0.0007,,
16.8,51.9,0.0738,0.0778,0.0119,0.0155,0.0003,0.0006,,
16.9,51.9,0.0696,0.0784,0.0105,0.0143,0.0003,0.0004,,
17,51.9,0.0715,0.079,0.0086,0.0129,0.0003,0.0002,,
17.1,51.9,0.0714,0.0754,0.0077,0.0105,0.0003,0,,
17.2,51.9,0.0677,0.0736,0.006,0.0085,0.0002,0,,
17.3,51.9,0.067,0.0746,0.0052,0.0073,0.0001,0,,
17.4,51.9,0.0677,0.0742,0.0046,0.0063,0.0001,0,,
17.5,51.9,0.0633,0.0714,0.0035,0.006,0.0001,0,,
17.6,51.9,0.06,0.069,0.003,0.005,0.0001,0,,
17.7,51.9,0.0582,0.0659,0.0026,0.0044,0.0001,0,,
17.8,51.9,0.0555,0.0644,0.0022,0.0033,0.0001,0,,
17.9,51.9,0.05,0.0605,0.0021,0.0026,0.0002,0,,
18,51.9,0.0473,0.0589,0.0016,0.0019,0.0001,0,,
18.1,51.9,0.0437,0.0545,0.0013,0.0018,0.0001,0,,
18.2,51.9,0.04,0.053,0.0011,0.0017,0.0001,0,,
18.3,51.9,0.0365,0.0534,0.0009,0.0012,0.0001,0,,
18.4,51.9,0.0362,0.0509,0.001,0.0009,0.0001,0,,
18.5,51.9,0.0345,0.0503,0.0004,0.0008,0.0001,0,,
18.6,51.9,0.0328,0.0494,0.0005,0.0006,0.0001,0,,
18.7,51.9,0.0299,0.047,0.0006,0.0004,0.0001,0,,
18.8,51.9,0.0291,0.0467,0.0002,0.0004,0,0,,
18.9,51.9,0.028,0.0437,0.0003,0.0003,0,0,,
19,51.9,0.0267,0.0412,0.0003,0.0002,0,0,,
19.1,51.9,0.0243,0.0374,0.0002,0.0002,0,0,,
19.2,51.9,0.0212,0.0328,0.0002,0.0002,0,0,,
19.3,51.9,0.0184,0.0281,0.0002,0.0001,0,0,,
19.4,51.9,0.0158,0.0234,0.0002,0.0001,0,0,,
19.5,51.9,0.0133,0.0187,0.0002,0,0,0,,
19.6,51.9,0.011,0.0145,0.0002,0,0,0,,
19.7,51.9,0.0082,0.0106,0.0001,0,0,0,,
19.8,51.9,0.0053,0.0073,0,0,0,0,,
19.9,51.9,0.0027,0.0033,0,0,0,0,,
20,51.9,0.0012,0.0016,0,0,0,0,,
20.1,51.9,0.0005,0.0002,0,0,0,0,,
10.3,52,0.0007,0.0012,0.0001,0.0002,0,0,,
10.4,52,0.0008,0.0011,0,0.0001,0,0,,
14.9,52,0.007,0.0081,0.0019,0.0028,0.0002,0.0004,,
15,52,0.0152,0.0156,0.0042,0.0047,0.0003,0.0005,,
15.1,52,0.0258,0.0257,0.0072,0.0073,0.0005,0.0008,,
15.2,52,0.036,0.0374,0.0098,0.0114,0.0007,0.0016,,
15.3,52,0.0481,0.0481,0.0122,0.0141,0.0008,0.0016,,
15.4,52,0.0607,0.0569,0.015,0.0167,0.0014,0.0016,,
15.5,52,0.0721,0.0682,0.0188,0.0201,0.0016,0.0019,,
15.6,52,0.0837,0.0758,0.0214,0.0227,0.0016,0.0021,,
15.7,52,0.0929,0.086,0.023,0.0251,0.0016,0.0021,,
15.8,52,0.0982,0.0914,0.0242,0.0263,0.0016,0.002,,
15.9,52,0.1035,0.0965,0.0257,0.0277,0.0017,0.0019,,
16,52,0.1062,0.0956,0.0261,0.0272,0.0017,0.0018,,
16.1,52,0.1021,0.0918,0.0249,0.0258,0.0014,0.0018,,
16.2,52,0.0972,0.0905,0.0235,0.0252,0.0012,0.0019,,
16.3,52,0.0941,0.092,0.0217,0.024,0.0012,0.0017,,
16.4,52,0.0905,0.0882,0.0203,0.0221,0.0011,0.0013,,
16.5,52,0.0861,0.0855,0.0184,0.0207,0.0009,0.0011,,
16.6,52,0.0822,0.081,0.0166,0.0183,0.0009,0.0008,,
16.7,52,0.0804,0.0826,0.0149,0.0171,0.0007,0.0008,,
16.8,52,0.074,0.081,0.0121,0.0156,0.0005,0.0005,,
16.9,52,0.0719,0.0801,0.0105,0.0144,0.0005,0.0005,,
17,52,0.0745,0.0812,0.01,0.0133,0.0004,0.0002,,
17.1,52,0.0727,0.0786,0.0085,0.0114,0.0003,0,,
17.2,52,0.0678,0.0789,0.0072,0.0095,0.0002,0,,
17.3,52,0.0672,0.0764,0.0057,0.0072,0.0001,0,,
17.4,52,0.0679,0.0751,0.005,0.0068,0.0001,0,,
17.5,52,0.0641,0.0735,0.0039,0.0062,0.0001,0,,
17.6,52,0.0574,0.0701,0.0032,0.0053,0.0001,0,,
17.7,52,0.0584,0.0682,0.0031,0.0043,0.0001,0,,
17.8,52,0.0547,0.065,0.0023,0.0032,0.0002,0,,
17.9,52,0.0494,0.0605,0.0019,0.0025,0.0002,0,,
18,52,0.0477,0.06,0.0019,0.0021,0.0002,0,,
18.1,52,0.0451,0.0579,0.0014,0.0019,0.0001,0,,
18.2,52,0.0414,0.0561,0.0013,0.0017,0.0001,0,,
18.3,52,0.0382,0.0537,0.0012,0.0013,0.0001,0,,
18.4,52,0.0365,0.0523,0.0011,0.0011,0.0001,0,,
18.5,52,0.0363,0.0533,0.001,0.0008,0.0001,0,,
18.6,52,0.0332,0.0509,0.0007,0.0007,0.0001,0,,
18.7,52,0.0309,0.0481,0.0006,0.0006,0.0001,0,,
18.8,52,0.0302,0.0471,0.0005,0.0004,0.0001,0,,
18.9,52,0.0297,0.0459,0.0003,0.0003,0,0,,
19,52,0.0281,0.0435,0.0004,0.0002,0,0,,
19.1,52,0.0252,0.0412,0.0002,0.0002,0,0,,
19.2,52,0.0238,0.0365,0.0002,0.0001,0,0,,
19.3,52,0.0207,0.031,0.0002,0.0001,0,0,,
19.4,52,0.0182,0.0263,0.0002,0.0002,0,0,,
19.5,52,0.0151,0.021,0.0002,0.0001,0,0,,
19.6,52,0.0125,0.0162,0.0002,0,0,0,,
19.7,52,0.0094,0.0122,0,0,0,0,,
19.8,52,0.0065,0.0086,0,0,0,0,,
19.9,52,0.0037,0.0053,0,0,0,0,,
20,52,0.0023,0.0025,0,0,0,0,,
20.1,52,0.0002,0.0007,0,0,0,0,,
14.9,52.1,0.0044,0.004,0.0011,0.0013,0.0003,0.0002,,
15,52.1,0.0116,0.0109,0.003,0.0032,0.0003,0.0004,,
15.1,52.1,0.0176,0.0176,0.0048,0.0054,0.0005,0.0005,,
15.2,52.1,0.0305,0.0312,0.0085,0.0093,0.0007,0.0008,,
15.3,52.1,0.042,0.0411,0.0111,0.0114,0.0008,0.001,,
15.4,52.1,0.0537,0.0488,0.0139,0.0145,0.0012,0.0012,,
15.5,52.1,0.0648,0.0586,0.0168,0.0174,0.0015,0.0014,,
15.6,52.1,0.0747,0.0686,0.0193,0.0207,0.0016,0.0016,,
15.7,52.1,0.0822,0.0763,0.0207,0.0224,0.0016,0.0017,,
15.8,52.1,0.089,0.0827,0.0229,0.024,0.0015,0.0016,,
15.9,52.1,0.0951,0.0883,0.024,0.0259,0.0016,0.0018,,
16,52.1,0.0993,0.0918,0.0249,0.0265,0.0016,0.0019,,
16.1,52.1,0.096,0.089,0.0231,0.0258,0.0013,0.0019,,
16.2,52.1,0.0934,0.087,0.0229,0.0238,0.0012,0.0018,,
16.3,52.1,0.0939,0.089,0.022,0.0238,0.0012,0.0018,,
16.4,52.1,0.0915,0.0881,0.0205,0.0227,0.0011,0.0015,,
16.5,52.1,0.0877,0.0881,0.0186,0.0207,0.0011,0.0012,,
16.6,52.1,0.0859,0.0868,0.0173,0.0198,0.001,0.0012,,
16.7,52.1,0.0825,0.0842,0.015,0.0171,0.0007,0.0008,,
16.8,52.1,0.0786,0.0829,0.0135,0.016,0.0006,0.0006,,
16.9,52.1,0.0749,0.0837,0.0115,0.015,0.0006,0.0005,,
17,52.1,0.0756,0.0847,0.0107,0.0135,0.0005,0.0003,,
17.1,52.1,0.0725,0.0814,0.0091,0.012,0.0004,0.0001,,
17.2,52.1,0.0695,0.0771,0.0076,0.01,0.0003,0,,
17.3,52.1,0.0677,0.0783,0.0064,0.0084,0.0002,0,,
17.4,52.1,0.0691,0.0777,0.0054,0.0074,0.0001,0,,
17.5,52.1,0.0643,0.0749,0.004,0.0064,0.0001,0,,
17.6,52.1,0.059,0.0726,0.0035,0.0058,0.0001,0,,
17.7,52.1,0.057,0.0702,0.0031,0.0047,0.0001,0,,
17.8,52.1,0.0552,0.0666,0.0026,0.0036,0.0001,0,,
17.9,52.1,0.0511,0.0646,0.0021,0.0029,0.0002,0,,
18,52.1,0.0491,0.0622,0.002,0.0024,0.0001,0,,
18.1,52.1,0.0471,0.0583,0.0016,0.0021,0.0001,0,,
18.2,52.1,0.0429,0.0565,0.0013,0.0016,0.0001,0,,
18.3,52.1,0.04,0.0556,0.0012,0.0014,0.0001,0,,
18.4,52.1,0.0392,0.0547,0.0012,0.0012,0.0001,0,,
18.5,52.1,0.0379,0.0529,0.0009,0.0009,0.0001,0,,
18.6,52.1,0.0347,0.0521,0.0007,0.0007,0.0001,0,,
18.7,52.1,0.0328,0.051,0.0006,0.0007,0.0001,0,,
18.8,52.1,0.0319,0.0477,0.0005,0.0004,0,0,,
18.9,52.1,0.0292,0.0466,0.0003,0.0003,0,0,,
19,52.1,0.0292,0.044,0.0002,0.0002,0,0,,
19.1,52.1,0.027,0.0421,0.0002,0.0003,0,0,,
19.2,52.1,0.0256,0.039,0.0001,0.0002,0,0,,
19.3,52.1,0.0224,0.033,0.0002,0.0002,0,0,,
19.4,52.1,0.0192,0.0275,0.0001,0.0002,0,0,,
19.5,52.1,0.0171,0.0231,0.0001,0.0002,0,0,,
19.6,52.1,0.0147,0.0179,0.0001,0.0001,0,0,,
19.7,52.1,0.0106,0.0147,0,0.0001,0,0,,
19.8,52.1,0.0071,0.0099,0,0,0,0,,
19.9,52.1,0.0042,0.0067,0,0,0,0,,
20,52.1,0.0029,0.0032,0,0,0,0,,
20.1,52.1,0.0006,0.0007,0,0,0,0,,
14.9,52.2,0.0016,0.0012,0.0002,0.0006,0.0001,0.0002,,
15,52.2,0.0081,0.007,0.0022,0.0022,0.0004,0.0003,,
15.1,52.2,0.0147,0.0144,0.0036,0.0042,0.0004,0.0005,,
15.2,52.2,0.0253,0.0247,0.0064,0.007,0.0007,0.0007,,
15.3,52.2,0.0364,0.0354,0.0095,0.01,0.0009,0.0007,,
15.4,52.2,0.046,0.0432,0.0115,0.0131,0.0011,0.0011,,
15.5,52.2,0.0557,0.05,0.0147,0.0154,0.0014,0.0012,,
15.6,52.2,0.065,0.0592,0.0168,0.0184,0.0014,0.0015,,
15.7,52.2,0.0721,0.0653,0.0182,0.0198,0.0014,0.0015,,
15.8,52.2,0.08,0.0727,0.0209,0.0216,0.0013,0.0015,,
15.9,52.2,0.0839,0.0789,0.0212,0.0228,0.0014,0.0017,,
16,52.2,0.0902,0.0816,0.0224,0.0232,0.0013,0.0016,,
16.1,52.2,0.0886,0.083,0.0222,0.0236,0.0011,0.0018,,
16.2,52.2,0.088,0.0818,0.0216,0.0227,0.0014,0.0018,,
16.3,52.2,0.087,0.0851,0.0216,0.023,0.0014,0.0018,,
16.4,52.2,0.0872,0.0876,0.0191,0.0222,0.0007,0.0016,,
16.5,52.2,0.0841,0.086,0.0181,0.0209,0.0009,0.0014,,
16.6,52.2,0.085,0.0868,0.0174,0.0202,0.001,0.0012,,
16.7,52.2,0.0846,0.0862,0.0156,0.0184,0.0009,0.0012,,
16.8,52.2,0.0814,0.0839,0.0139,0.017,0.0007,0.0008,,
16.9,52.2,0.0762,0.083,0.0119,0.0153,0.0006,0.0007,,
17,52.2,0.0763,0.0821,0.0106,0.0132,0.0007,0.0002,,
17.1,52.2,0.0755,0.0813,0.01,0.0123,0.0006,0.0002,,
17.2,52.2,0.0709,0.077,0.0086,0.01,0.0006,0,,
17.3,52.2,0.0687,0.0777,0.0074,0.0092,0.0004,0,,
17.4,52.2,0.07,0.0782,0.0062,0.0081,0.0002,0,,
17.5,52.2,0.0653,0.0756,0.0048,0.0065,0.0002,0,,
17.6,52.2,0.0607,0.0742,0.0042,0.0063,0.0002,0,,
17.7,52.2,0.058,0.0704,0.0035,0.0049,0.0001,0,,
17.8,52.2,0.0558,0.0677,0.003,0.0045,0.0001,0,,
17.9,52.2,0.0519,0.0666,0.0023,0.0034,0.0002,0,,
18,52.2,0.0505,0.0647,0.002,0.0028,0.0001,0,,
18.1,52.2,0.0486,0.0614,0.0016,0.0026,0.0001,0,,
18.2,52.2,0.0431,0.0588,0.0012,0.0022,0.0001,0,,
18.3,52.2,0.0406,0.057,0.0012,0.0018,0.0001,0,,
18.4,52.2,0.0404,0.0561,0.0012,0.0012,0.0001,0,,
18.5,52.2,0.0377,0.0548,0.0008,0.001,0.0001,0,,
18.6,52.2,0.0351,0.0542,0.0007,0.0008,0.0001,0,,
18.7,52.2,0.0328,0.0503,0.0006,0.0007,0.0001,0,,
18.8,52.2,0.0319,0.0471,0.0004,0.0006,0,0,,
18.9,52.2,0.0319,0.0467,0.0002,0.0003,0,0,,
19,52.2,0.03,0.044,0.0002,0.0003,0,0,,
19.1,52.2,0.0281,0.0414,0.0002,0.0003,0,0,,
19.2,52.2,0.0263,0.0388,0.0001,0.0002,0,0,,
19.3,52.2,0.0245,0.0328,0.0001,0.0002,0,0,,
19.4,52.2,0.0212,0.0295,0.0001,0.0002,0,0,,
19.5,52.2,0.0178,0.0235,0.0001,0.0002,0,0,,
19.6,52.2,0.0149,0.019,0.0001,0.0001,0,0,,
19.7,52.2,0.0123,0.0156,0.0001,0.0001,0,0,,
19.8,52.2,0.0085,0.0112,0,0.0001,0,0,,
19.9,52.2,0.0058,0.0075,0,0,0,0,,
20,52.2,0.0033,0.004,0,0,0,0,,
20.1,52.2,0.001,0.0008,0,0,0,0,,
15,52.3,0.0053,0.0044,0.0014,0.0015,0.0002,0.0002,,
15.1,52.3,0.0122,0.0094,0.003,0.0029,0.0003,0.0006,,
15.2,52.3,0.0196,0.0177,0.0049,0.0049,0.0004,0.0006,,
15.3,52.3,0.0299,0.0274,0.0072,0.0077,0.0008,0.0007,,
15.4,52.3,0.0382,0.0333,0.0091,0.0096,0.0009,0.0009,,
15.5,52.3,0.0467,0.0402,0.0114,0.0119,0.0012,0.001,,
15.6,52.3,0.0553,0.0486,0.0138,0.015,0.0012,0.0012,,
15.7,52.3,0.0603,0.0539,0.0156,0.0163,0.0011,0.0012,,
15.8,52.3,0.0662,0.06,0.0167,0.0174,0.0011,0.0012,,
15.9,52.3,0.0746,0.0677,0.0184,0.0191,0.0012,0.0015,,
16,52.3,0.0797,0.0715,0.0201,0.0201,0.0012,0.0016,,
16.1,52.3,0.0802,0.0742,0.0202,0.021,0.0012,0.0018,,
16.2,52.3,0.0795,0.0742,0.0197,0.0216,0.0011,0.0018,,
16.3,52.3,0.0829,0.079,0.0197,0.0216,0.0011,0.0017,,
16.4,52.3,0.0848,0.0814,0.0194,0.0214,0.0009,0.0016,,
16.5,52.3,0.0837,0.0824,0.0182,0.0198,0.0008,0.0014,,
16.6,52.3,0.0852,0.0849,0.0179,0.0197,0.0008,0.0012,,
16.7,52.3,0.087,0.0858,0.0174,0.0188,0.0008,0.0011,,
16.8,52.3,0.0831,0.0846,0.0147,0.0172,0.0007,0.0008,,
16.9,52.3,0.0819,0.0828,0.0133,0.0151,0.0009,0.0007,,
17,52.3,0.0792,0.0812,0.0119,0.0138,0.0007,0.0002,,
17.1,52.3,0.077,0.0799,0.0108,0.0127,0.0007,0.0001,,
17.2,52.3,0.0728,0.0786,0.0091,0.0107,0.0006,0,,
17.3,52.3,0.07,0.0787,0.0081,0.0093,0.0004,0,,
17.4,52.3,0.0708,0.0778,0.007,0.0082,0.0003,0,,
17.5,52.3,0.0656,0.0753,0.0054,0.0073,0.0002,0,,
17.6,52.3,0.06,0.0751,0.0051,0.0062,0.0002,0,,
17.7,52.3,0.0586,0.0726,0.004,0.0053,0.0002,0.0001,,
17.8,52.3,0.0569,0.0697,0.0033,0.0044,0.0001,0,,
17.9,52.3,0.0519,0.0686,0.0029,0.0039,0.0002,0,,
18,52.3,0.0505,0.0666,0.0021,0.0033,0.0001,0,,
18.1,52.3,0.0499,0.0646,0.0017,0.0031,0.0001,0,,
18.2,52.3,0.0444,0.0613,0.0012,0.0023,0.0001,0,,
18.3,52.3,0.0417,0.0599,0.0012,0.0016,0.0001,0,,
18.4,52.3,0.0409,0.0585,0.0011,0.0015,0.0001,0,,
18.5,52.3,0.0395,0.0559,0.0007,0.0012,0.0001,0,,
18.6,52.3,0.0373,0.0547,0.0006,0.0011,0.0001,0,,
18.7,52.3,0.0343,0.0524,0.0005,0.0008,0.0001,0,,
18.8,52.3,0.0331,0.0485,0.0004,0.0006,0,0,,
18.9,52.3,0.0321,0.0464,0.0003,0.0004,0,0,,
19,52.3,0.0307,0.0455,0.0002,0.0004,0,0,,
19.1,52.3,0.0301,0.0417,0.0002,0.0002,0,0,,
19.2,52.3,0.0294,0.0386,0.0001,0.0002,0,0,,
19.3,52.3,0.0261,0.0351,0.0001,0.0002,0,0,,
19.4,52.3,0.023,0.0317,0.0001,0.0002,0,0,,
19.5,52.3,0.0193,0.0265,0.0001,0.0002,0,0,,
19.6,52.3,0.0169,0.0215,0.0001,0.0002,0,0,,
19.7,52.3,0.0128,0.0171,0,0.0001,0,0,,
19.8,52.3,0.0096,0.0132,0,0.0001,0,0,,
19.9,52.3,0.0064,0.0098,0,0,0,0,,
20,52.3,0.004,0.0065,0,0,0,0,,
20.1,52.3,0.0018,0.0017,0,0,0,0,,
15,52.4,0.0014,0.0011,0.0004,0.0002,0.0001,0,,
15.1,52.4,0.0071,0.0068,0.0019,0.0017,0.0002,0.0002,,
15.2,52.4,0.0138,0.0128,0.0035,0.0035,0.0004,0.0003,,
15.3,52.4,0.0231,0.021,0.0058,0.0056,0.0006,0.0005,,
15.4,52.4,0.0305,0.0261,0.008,0.0074,0.0007,0.0006,,
15.5,52.4,0.0366,0.0319,0.0094,0.0097,0.0009,0.0008,,
15.6,52.4,0.044,0.0388,0.011,0.0118,0.001,0.001,,
15.7,52.4,0.0503,0.0444,0.0128,0.0135,0.001,0.0011,,
15.8,52.4,0.0546,0.049,0.0135,0.0143,0.0012,0.0011,,
15.9,52.4,0.0621,0.056,0.0164,0.0161,0.001,0.0015,,
16,52.4,0.0668,0.0607,0.0169,0.0172,0.001,0.0013,,
16.1,52.4,0.0717,0.0643,0.0178,0.0183,0.0011,0.0014,,
16.2,52.4,0.074,0.0673,0.0184,0.0191,0.0012,0.0017,,
16.3,52.4,0.0783,0.0722,0.0188,0.0199,0.0008,0.0017,,
16.4,52.4,0.0821,0.0782,0.019,0.0206,0.0007,0.0015,,
16.5,52.4,0.0824,0.0818,0.0187,0.0208,0.0007,0.0014,,
16.6,52.4,0.0852,0.084,0.0189,0.0199,0.0009,0.0012,,
16.7,52.4,0.0914,0.0872,0.0189,0.0194,0.0008,0.0011,,
16.8,52.4,0.0865,0.0861,0.0169,0.0177,0.001,0.0007,,
16.9,52.4,0.0835,0.0857,0.0152,0.0167,0.0012,0.0006,,
17,52.4,0.0808,0.0847,0.0129,0.0148,0.0009,0.0002,,
17.1,52.4,0.0792,0.0821,0.0116,0.0136,0.0008,0.0001,,
17.2,52.4,0.0742,0.0797,0.0099,0.012,0.0007,0.0001,,
17.3,52.4,0.0721,0.0795,0.0086,0.0099,0.0006,0,,
17.4,52.4,0.07,0.0783,0.0074,0.0091,0.0005,0.0001,,
17.5,52.4,0.0656,0.0765,0.006,0.0076,0.0003,0.0001,,
17.6,52.4,0.0605,0.0751,0.005,0.0067,0.0002,0.0001,,
17.7,52.4,0.0598,0.0718,0.0046,0.0055,0.0002,0.0001,,
17.8,52.4,0.0574,0.07,0.0037,0.005,0.0001,0.0001,,
17.9,52.4,0.0527,0.0683,0.0031,0.0042,0,0.0001,,
18,52.4,0.0518,0.067,0.0026,0.0038,0.0001,0.0001,,
18.1,52.4,0.0506,0.0635,0.002,0.0031,0.0001,0,,
18.2,52.4,0.0451,0.0616,0.0016,0.0025,0.0001,0,,
18.3,52.4,0.0434,0.0615,0.0012,0.0016,0.0001,0,,
18.4,52.4,0.043,0.0598,0.0009,0.0015,0.0001,0,,
18.5,52.4,0.0414,0.0579,0.0007,0.0012,0.0001,0,,
18.6,52.4,0.0385,0.0546,0.0006,0.0008,0.0001,0,,
18.7,52.4,0.0353,0.0529,0.0004,0.0009,0,0,,
18.8,52.4,0.0343,0.0509,0.0004,0.0005,0,0,,
18.9,52.4,0.0333,0.0484,0.0003,0.0004,0,0,,
19,52.4,0.0319,0.0453,0.0002,0.0002,0,0,,
19.1,52.4,0.0309,0.0422,0.0002,0.0002,0,0,,
19.2,52.4,0.0302,0.0403,0.0002,0.0002,0,0,,
19.3,52.4,0.0281,0.0385,0.0001,0.0002,0,0,,
19.4,52.4,0.0244,0.0331,0.0002,0.0002,0,0,,
19.5,52.4,0.021,0.0289,0.0001,0.0002,0,0,,
19.6,52.4,0.018,0.0242,0.0001,0.0001,0,0,,
19.7,52.4,0.0138,0.0188,0,0.0001,0,0,,
19.8,52.4,0.0099,0.0151,0,0.0001,0,0,,
19.9,52.4,0.0077,0.0118,0,0,0,0,,
20,52.4,0.0052,0.0063,0,0,0,0,,
20.1,52.4,0.0019,0.0027,0,0,0,0,,
20.2,52.4,0.0005,0.0009,0,0,0,0,,
15.1,52.5,0.0034,0.0028,0.001,0.0007,0.0002,0.0001,,
15.2,52.5,0.0095,0.009,0.0026,0.0024,0.0002,0.0003,,
15.3,52.5,0.0156,0.0142,0.004,0.0039,0.0005,0.0003,,
15.4,52.5,0.0223,0.0192,0.0061,0.0053,0.0007,0.0003,,
15.5,52.5,0.0278,0.0235,0.0073,0.0067,0.0008,0.0006,,
15.6,52.5,0.035,0.0291,0.0092,0.009,0.0009,0.0007,,
15.7,52.5,0.0389,0.034,0.01,0.0105,0.0009,0.0009,,
15.8,52.5,0.044,0.0384,0.0112,0.0119,0.0008,0.0011,,
15.9,52.5,0.0514,0.0449,0.0131,0.0129,0.001,0.0011,,
16,52.5,0.058,0.0513,0.0148,0.0145,0.0007,0.0012,,
16.1,52.5,0.0626,0.0534,0.0151,0.015,0.0009,0.0012,,
16.2,52.5,0.0667,0.0581,0.0165,0.016,0.0008,0.0015,,
16.3,52.5,0.0696,0.0667,0.0166,0.0179,0.0007,0.0015,,
16.4,52.5,0.0748,0.0711,0.0173,0.0191,0.0007,0.0013,,
16.5,52.5,0.0798,0.0768,0.0186,0.0193,0.0008,0.0013,,
16.6,52.5,0.0844,0.0809,0.019,0.0195,0.001,0.0011,,
16.7,52.5,0.0891,0.0858,0.0184,0.0188,0.001,0.0011,,
16.8,52.5,0.0885,0.0875,0.0178,0.0187,0.0011,0.0008,,
16.9,52.5,0.0839,0.0873,0.0155,0.0175,0.0012,0.0005,,
17,52.5,0.0835,0.0865,0.0144,0.0157,0.001,0.0003,,
17.1,52.5,0.079,0.0847,0.0127,0.0142,0.0009,0.0001,,
17.2,52.5,0.0737,0.083,0.0105,0.0123,0.0007,0,,
17.3,52.5,0.0726,0.0807,0.0086,0.0101,0.0006,0.0001,,
17.4,52.5,0.07,0.0794,0.0078,0.0098,0.0005,0.0001,,
17.5,52.5,0.0662,0.0767,0.0071,0.0081,0.0004,0.0001,,
17.6,52.5,0.0616,0.0752,0.0054,0.0065,0.0002,0.0001,,
17.7,52.5,0.0602,0.0725,0.0046,0.0058,0.0001,0.0001,,
17.8,52.5,0.0573,0.0695,0.0039,0.0053,0,0.0001,,
17.9,52.5,0.0533,0.0686,0.0028,0.0048,0,0.0001,,
18,52.5,0.0523,0.0661,0.0026,0.0038,0,0.0001,,
